winner, loser, victorycount
1, 5, 5
8, 6, 8
6, 0, 0
6, 1, 0
8, 7, 0
5, 8, 0
4, 8, 0
7, 8, 9
4, 9, 0
1, 3, 0
8, 0, 3
0, 7, 0
2, 5, 16
1, 7, 0
3, 6, 3
8, 3, 6
7, 1, 7
0, 9, 0
6, 9, 0
5, 6, 4
7, 4, 14
3, 0, 3
5, 4, 0
1, 9, 0
7, 9, 2
3, 4, 6
4, 2, 0
3, 1, 7
6, 7, 0
0, 4, 8
1, 2, 0
4, 7, 0
6, 2, 0
9, 0, 8
5, 3, 0
3, 7, 0
4, 6, 5
9, 7, 3
9, 4, 5
4, 3, 0
0, 3, 3
0, 1, 6
8, 2, 0
0, 8, 4
2, 3, 19
0, 2, 0
2, 9, 20
5, 9, 0
9, 2, 0
6, 3, 0
8, 9, 0
3, 2, 0
3, 5, 7
6, 5, 0
6, 4, 0
8, 1, 4
9, 1, 12
6, 8, 0
2, 1, 19
2, 7, 27
2, 6, 16
0, 6, 6
8, 5, 9
5, 1, 0
2, 4, 24
7, 3, 4
4, 1, 2
5, 0, 0
9, 3, 8
0, 5, 7
7, 2, 0
7, 6, 6
4, 5, 8
5, 2, 0
2, 0, 24
3, 8, 5
5, 7, 0
3, 9, 0
1, 6, 14
8, 4, 6
9, 5, 2
9, 6, 8
7, 5, 5
4, 0, 0
9, 8, 12
1, 8, 0
2, 8, 26
7, 0, 10
1, 0, 0
1, 4, 5
