winner, loser, victorycount
2, 6, 0
1, 6, 0
0, 4, 19
9, 0, 0
9, 5, 0
7, 4, 13
8, 5, 0
2, 7, 0
1, 5, 0
2, 5, 0
0, 6, 9
8, 0, 0
3, 1, 5
2, 8, 0
3, 8, 5
7, 6, 17
8, 7, 0
4, 9, 3
3, 2, 6
9, 7, 0
6, 8, 5
1, 9, 5
1, 7, 0
5, 3, 14
7, 3, 8
4, 6, 0
3, 0, 0
1, 4, 6
4, 1, 0
1, 2, 3
5, 9, 13
0, 2, 11
8, 1, 3
9, 6, 0
8, 9, 8
0, 1, 9
3, 9, 1
0, 7, 13
8, 6, 0
0, 3, 19
4, 8, 0
8, 2, 6
6, 5, 0
7, 1, 15
6, 7, 0
2, 9, 5
5, 7, 0
9, 3, 0
1, 8, 4
7, 2, 21
5, 6, 8
7, 5, 21
0, 9, 9
7, 9, 10
3, 6, 14
1, 3, 0
6, 4, 3
5, 4, 10
6, 2, 5
4, 7, 0
5, 2, 15
0, 8, 15
0, 5, 20
3, 5, 0
6, 3, 0
7, 8, 16
9, 2, 0
5, 1, 15
4, 2, 2
7, 0, 13
5, 8, 8
5, 0, 0
6, 0, 0
3, 4, 7
2, 4, 0
4, 5, 0
2, 0, 0
8, 4, 6
1, 0, 0
4, 0, 0
8, 3, 0
6, 9, 4
4, 3, 0
2, 3, 0
2, 1, 0
3, 7, 0
6, 1, 3
9, 4, 0
9, 8, 0
9, 1, 0
