"","Heterogenous","Homogenous","Scenario"
"1",0.531732784701839,0.720570584648417,"Self Knowledge"
"2",0.527945025060453,0.720593576973086,"Self History"
"3",0.521808046140897,0.720553238218647,"Opponent Knowledge"
"4",0.531000522834674,0.72045620068349,"Opponent History"
"5",0.527440662072079,0.720509907094332,"Mutual Knowledge"
"6",0.529186111081907,0.720543208667756,"Mutual History"
