self, opp, fightsavoided
8, 4, 5
4, 3, 5
9, 0, 6
6, 1, 13
4, 9, 7
9, 1, 13
8, 6, 3
2, 6, 3
2, 8, 14
1, 2, 7
7, 1, 7
7, 0, 1
4, 1, 12
4, 5, 4
7, 4, 8
3, 1, 1
5, 6, 6
5, 4, 4
5, 3, 4
7, 3, 3
2, 3, 1
8, 1, 6
4, 2, 1
4, 6, 6
2, 7, 6
7, 8, 1
5, 0, 4
9, 7, 6
6, 4, 5
6, 3, 7
0, 5, 1
9, 3, 5
0, 9, 2
3, 8, 2
0, 7, 4
6, 2, 4
1, 7, 5
9, 4, 1
6, 5, 4
5, 7, 2
2, 9, 2
3, 6, 7
3, 0, 4
7, 5, 3
9, 6, 4
0, 2, 6
1, 9, 8
6, 7, 5
0, 1, 3
1, 4, 3
9, 8, 6
3, 2, 7
6, 9, 5
2, 0, 8
5, 9, 4
6, 0, 9
8, 7, 4
5, 2, 2
8, 0, 9
7, 9, 3
9, 2, 9
0, 6, 9
7, 6, 3
1, 0, 0
3, 9, 7
9, 5, 6
1, 8, 2
2, 1, 7
1, 6, 6
5, 8, 8
4, 0, 4
1, 3, 4
1, 5, 4
8, 3, 9
0, 3, 3
6, 8, 4
3, 7, 4
3, 4, 3
3, 5, 3
7, 2, 9
8, 2, 7
0, 8, 3
4, 7, 2
0, 4, 9
8, 5, 1
8, 9, 4
5, 1, 7
2, 4, 6
4, 8, 4
2, 5, 2
