self, opp, fightsavoided
3, 9, 7
3, 4, 2
0, 4, 4
1, 9, 3
6, 8, 3
0, 1, 6
0, 7, 7
0, 8, 7
6, 7, 8
1, 8, 1
4, 5, 6
5, 3, 5
9, 7, 8
9, 0, 2
7, 4, 3
4, 2, 7
3, 2, 3
2, 6, 2
7, 5, 3
4, 0, 7
8, 3, 4
3, 1, 2
8, 1, 6
9, 3, 8
4, 1, 6
8, 6, 3
5, 6, 5
1, 3, 7
7, 8, 3
3, 5, 9
6, 0, 6
0, 6, 9
6, 9, 2
6, 1, 3
8, 2, 6
2, 7, 5
1, 4, 4
5, 1, 6
0, 2, 4
2, 3, 5
3, 7, 7
5, 8, 3
7, 1, 3
7, 2, 4
6, 2, 9
9, 6, 4
5, 4, 2
2, 9, 7
4, 6, 1
1, 2, 3
4, 9, 6
2, 5, 5
5, 2, 14
5, 9, 5
8, 4, 3
3, 8, 4
4, 7, 2
8, 5, 6
2, 8, 5
6, 5, 7
2, 4, 2
0, 9, 4
7, 9, 9
8, 7, 4
0, 5, 2
1, 6, 3
1, 7, 7
3, 0, 4
9, 5, 13
6, 3, 3
2, 0, 2
8, 9, 3
1, 5, 14
1, 0, 0
8, 0, 5
7, 0, 14
4, 8, 3
3, 6, 7
9, 1, 1
7, 3, 5
6, 4, 2
5, 0, 1
9, 8, 4
0, 3, 12
9, 4, 4
7, 6, 2
4, 3, 3
9, 2, 11
2, 1, 4
5, 7, 5
