winner, loser, victorycount
2, 3, 0
7, 2, 3
1, 6, 0
1, 2, 2
4, 3, 0
3, 7, 9
1, 0, 0
5, 3, 16
6, 4, 7
6, 3, 0
5, 2, 15
3, 8, 6
2, 6, 0
6, 1, 8
8, 6, 4
5, 8, 20
9, 1, 9
7, 6, 0
3, 4, 9
8, 2, 8
0, 1, 6
9, 4, 10
0, 4, 12
5, 6, 12
3, 9, 0
3, 1, 10
7, 3, 0
7, 4, 0
3, 2, 9
7, 1, 2
0, 2, 9
5, 9, 10
0, 9, 4
8, 0, 0
9, 8, 18
1, 9, 0
2, 5, 0
9, 7, 17
2, 0, 0
6, 9, 0
8, 7, 6
8, 5, 0
1, 5, 0
0, 3, 10
5, 0, 9
1, 4, 0
4, 5, 0
0, 8, 15
2, 4, 0
3, 5, 0
2, 1, 1
4, 1, 6
6, 8, 0
2, 9, 0
8, 9, 0
6, 2, 6
4, 0, 0
7, 0, 0
7, 8, 0
5, 1, 8
2, 8, 0
6, 5, 0
6, 7, 12
1, 7, 1
9, 0, 11
0, 6, 11
1, 8, 0
8, 1, 6
7, 9, 0
7, 5, 0
3, 6, 7
3, 0, 0
6, 0, 0
4, 6, 0
5, 4, 11
8, 4, 6
9, 3, 13
9, 6, 14
5, 7, 16
2, 7, 2
0, 5, 5
4, 9, 0
4, 8, 0
1, 3, 0
4, 2, 8
9, 5, 8
4, 7, 4
8, 3, 0
0, 7, 7
9, 2, 12
