winner, loser, victorycount
9, 0, 10
7, 1, 6
2, 8, 17
0, 2, 0
4, 0, 0
7, 8, 10
5, 4, 12
3, 1, 7
0, 6, 0
7, 9, 5
5, 1, 9
6, 2, 0
3, 5, 13
7, 4, 10
3, 9, 19
8, 5, 0
2, 5, 6
5, 2, 0
5, 0, 14
5, 7, 0
2, 9, 21
8, 1, 4
1, 7, 0
4, 8, 0
0, 9, 0
8, 0, 6
9, 2, 0
4, 6, 0
2, 1, 21
8, 9, 1
8, 3, 0
7, 0, 5
4, 5, 0
0, 1, 5
9, 7, 0
6, 8, 13
4, 9, 2
7, 6, 0
9, 3, 0
3, 4, 11
3, 0, 10
8, 2, 0
1, 0, 0
9, 5, 0
6, 9, 8
1, 3, 0
9, 1, 9
7, 2, 0
6, 3, 0
0, 5, 0
5, 3, 0
5, 6, 0
5, 8, 7
0, 7, 0
9, 8, 6
7, 5, 12
0, 3, 0
4, 7, 0
6, 4, 12
4, 2, 0
6, 0, 11
8, 7, 0
2, 0, 10
3, 2, 4
1, 5, 0
1, 2, 0
1, 6, 0
6, 5, 11
8, 4, 3
7, 3, 0
4, 3, 0
4, 1, 7
6, 1, 10
2, 4, 12
9, 4, 3
3, 6, 15
2, 7, 14
3, 8, 10
0, 4, 0
6, 7, 8
0, 8, 0
1, 4, 0
9, 6, 0
5, 9, 7
2, 6, 13
8, 6, 0
2, 3, 9
3, 7, 12
1, 8, 0
1, 9, 0
