approaching, opponent, attackcount
8, 6, 2
0, 7, 3
4, 8, 4
1, 4, 3
5, 3, 8
2, 5, 1
6, 4, 3
9, 8, 2
0, 1, 2
1, 6, 5
3, 0, 2
0, 2, 5
2, 7, 2
6, 8, 5
9, 0, 2
5, 6, 7
1, 2, 6
2, 0, 1
4, 1, 7
0, 8, 2
7, 3, 7
4, 5, 3
9, 2, 6
7, 0, 0
4, 9, 18
1, 0, 1
5, 9, 17
4, 7, 1
0, 4, 1
2, 1, 7
3, 5, 2
7, 2, 7
8, 5, 5
8, 0, 3
4, 3, 8
2, 3, 9
3, 1, 2
1, 9, 18
3, 6, 3
3, 9, 22
8, 1, 5
3, 8, 1
0, 6, 5
5, 8, 1
6, 0, 2
5, 4, 3
6, 2, 3
5, 0, 2
2, 4, 3
0, 5, 4
9, 1, 5
9, 6, 0
9, 7, 1
1, 8, 4
4, 2, 0
8, 2, 4
8, 7, 2
5, 7, 4
4, 6, 5
6, 3, 3
7, 6, 3
2, 6, 4
1, 7, 7
7, 8, 2
2, 9, 22
7, 1, 2
6, 1, 5
3, 7, 0
8, 4, 2
6, 9, 14
1, 3, 12
0, 3, 6
4, 0, 3
5, 2, 7
7, 9, 15
9, 4, 3
1, 5, 2
9, 3, 5
0, 9, 17
6, 5, 3
7, 5, 3
8, 9, 15
9, 5, 3
3, 4, 3
6, 7, 5
2, 8, 1
7, 4, 3
3, 2, 1
8, 3, 9
5, 1, 4
