approaching, opponent, attackcount
0, 2, 5
1, 0, 4
5, 0, 2
7, 0, 3
5, 4, 4
6, 5, 3
6, 7, 2
3, 2, 20
4, 2, 14
9, 7, 2
8, 9, 8
4, 9, 8
4, 7, 1
7, 3, 4
8, 6, 8
7, 4, 3
7, 5, 1
6, 0, 2
4, 5, 3
3, 7, 5
9, 0, 4
2, 0, 5
1, 5, 0
1, 6, 0
5, 1, 12
0, 6, 0
8, 3, 2
8, 0, 0
0, 7, 2
2, 1, 10
6, 9, 6
6, 3, 3
0, 5, 0
2, 8, 9
6, 2, 12
3, 5, 1
9, 3, 1
9, 5, 3
9, 2, 10
3, 4, 2
4, 8, 4
8, 5, 1
0, 8, 6
9, 4, 1
4, 0, 3
7, 6, 1
5, 2, 8
8, 1, 12
2, 9, 8
8, 4, 3
7, 2, 10
2, 7, 5
5, 9, 5
2, 6, 0
0, 4, 4
2, 5, 2
1, 2, 6
3, 9, 7
2, 3, 1
3, 1, 6
2, 4, 3
9, 1, 13
6, 4, 4
7, 8, 5
8, 7, 7
1, 7, 5
9, 8, 8
7, 9, 8
4, 6, 2
6, 8, 4
3, 8, 2
8, 2, 9
5, 7, 1
0, 9, 4
1, 8, 5
0, 3, 3
6, 1, 10
5, 3, 0
9, 6, 2
4, 3, 5
1, 3, 3
1, 9, 7
7, 1, 18
4, 1, 16
1, 4, 7
0, 1, 8
3, 0, 1
3, 6, 2
5, 8, 10
5, 6, 1
