"","0","1","2","3","4","5","6","7","8","9"
"0",0,5,6,0,7,8,7,9,6,0
"1",4,0,13,0,5,12,3,8,1,0
"2",7,6,0,0,4,5,4,7,7,0
"3",5,19,3,0,4,8,2,13,1,0
"4",9,5,7,0,0,13,3,11,8,0
"5",5,8,6,0,5,0,6,5,12,0
"6",4,5,4,0,11,7,0,6,3,0
"7",4,1,6,0,3,11,7,0,8,0
"8",5,5,7,0,6,10,5,8,0,0
"9",5,3,3,0,1,4,7,5,5,0
