"","0","1","2","3","4","5","6","7","8","9"
"0",0,0,0,0,0,0,0,0,0,0
"1",5,0,5,1,2,1,6,4,8,2
"2",10,5,0,9,8,9,12,2,15,7
"3",14,17,8,0,8,10,6,9,8,9
"4",0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0
"6",0,8,5,3,12,10,0,5,9,4
"7",8,9,3,7,7,10,10,0,7,11
"8",5,12,2,4,5,4,6,4,0,5
"9",1,10,4,8,12,8,21,5,6,0
