"","0","1","2","3","4","5","6","7","8","9"
"0",0,2,8,1,3,5,4,5,4,3
"1",10,0,5,6,8,4,4,7,1,4
"2",7,4,0,5,5,2,8,3,3,14
"3",3,3,4,0,3,6,7,7,4,4
"4",5,4,3,3,0,4,6,12,5,10
"5",8,3,7,5,6,0,9,7,3,4
"6",6,0,4,8,6,6,0,5,2,4
"7",7,5,8,2,3,5,16,0,3,2
"8",2,5,1,5,4,7,4,8,0,2
"9",7,4,1,4,9,0,8,5,3,0
