"","0","1","2","3","4","5","6","7","8","9"
"0",0,1,0,4,7,2,0,3,7,6
"1",3,0,1,5,5,3,1,8,9,4
"2",5,11,0,12,7,5,3,5,6,5
"3",10,4,5,0,4,6,2,6,7,3
"4",3,4,1,5,0,4,4,8,9,6
"5",2,4,4,5,8,0,4,8,18,7
"6",5,5,4,6,3,7,0,4,13,5
"7",3,4,7,4,5,3,6,0,7,5
"8",10,1,4,4,4,4,5,8,0,3
"9",4,3,4,5,2,1,4,1,8,0
