"","0","1","2","3","4","5","6","7","8","9"
"0",0,1,5,6,2,5,6,1,7,3
"1",3,0,5,5,8,2,2,2,5,4
"2",1,4,0,10,14,6,4,5,5,1
"3",3,2,6,0,10,7,5,4,6,1
"4",0,1,8,10,0,8,4,6,2,1
"5",2,5,10,7,13,0,6,3,6,1
"6",9,0,8,6,6,11,0,6,5,3
"7",2,0,9,13,6,5,4,0,2,2
"8",2,2,13,11,8,5,5,4,0,1
"9",3,3,7,5,5,6,7,4,3,0
