self, opp, fightsavoided
0, 6, 5
0, 7, 5
3, 7, 9
2, 7, 11
8, 5, 6
2, 4, 9
2, 1, 3
6, 2, 6
1, 8, 0
8, 2, 7
6, 8, 0
1, 3, 12
1, 5, 1
9, 4, 5
8, 9, 0
6, 9, 0
7, 8, 0
8, 3, 14
8, 6, 11
3, 2, 0
5, 9, 0
3, 6, 8
1, 9, 0
6, 0, 0
6, 3, 15
4, 5, 9
5, 8, 0
3, 1, 9
3, 8, 0
7, 6, 5
5, 6, 9
5, 7, 3
4, 9, 0
5, 0, 0
9, 7, 8
4, 1, 5
1, 4, 14
6, 4, 14
4, 6, 10
0, 5, 4
0, 4, 9
1, 6, 5
2, 6, 8
7, 9, 0
5, 4, 6
9, 6, 3
8, 1, 5
7, 5, 5
1, 2, 3
1, 7, 6
3, 5, 8
0, 9, 0
7, 3, 7
9, 2, 7
0, 3, 9
8, 4, 2
4, 3, 12
3, 0, 0
6, 1, 2
2, 0, 0
7, 1, 11
4, 7, 7
1, 0, 0
4, 0, 0
2, 5, 6
6, 7, 5
2, 3, 18
0, 2, 8
7, 0, 0
9, 5, 4
9, 0, 0
7, 4, 9
4, 2, 3
4, 8, 0
9, 8, 0
2, 9, 0
9, 3, 16
5, 3, 5
2, 8, 0
9, 1, 6
8, 7, 6
8, 0, 0
0, 1, 6
7, 2, 8
3, 4, 4
6, 5, 5
0, 8, 0
3, 9, 0
5, 1, 4
5, 2, 5
