self, opp, fightsavoided
0, 4, 4
3, 9, 6
8, 0, 8
5, 7, 4
9, 0, 9
4, 0, 2
9, 6, 3
5, 9, 6
5, 2, 0
6, 9, 14
5, 3, 5
3, 4, 3
7, 9, 3
7, 8, 7
1, 8, 9
2, 4, 8
4, 7, 10
4, 8, 13
0, 9, 7
7, 0, 10
9, 1, 0
0, 8, 6
6, 1, 0
4, 9, 10
7, 6, 4
7, 1, 0
1, 4, 2
0, 3, 6
9, 4, 2
6, 8, 9
8, 5, 6
9, 7, 2
2, 5, 7
4, 1, 0
2, 7, 8
0, 5, 4
7, 3, 3
6, 0, 8
3, 0, 6
5, 1, 0
4, 2, 0
2, 3, 2
7, 2, 0
6, 7, 6
6, 4, 9
6, 3, 2
3, 5, 11
2, 6, 0
9, 2, 0
3, 2, 0
1, 3, 7
6, 2, 0
4, 5, 5
7, 5, 5
9, 8, 6
1, 5, 4
3, 1, 0
6, 5, 9
1, 0, 8
8, 9, 4
3, 7, 8
8, 2, 0
2, 1, 0
1, 7, 11
1, 9, 2
5, 8, 13
8, 3, 1
8, 1, 0
9, 5, 9
8, 6, 6
5, 6, 6
2, 9, 9
5, 4, 5
0, 1, 0
4, 6, 9
9, 3, 6
1, 2, 0
0, 6, 8
3, 6, 13
2, 8, 2
7, 4, 1
5, 0, 5
0, 7, 8
1, 6, 8
3, 8, 5
8, 7, 11
4, 3, 6
0, 2, 0
8, 4, 2
2, 0, 4
