winner, loser, victorycount
2, 5, 5
5, 7, 2
3, 6, 6
6, 4, 5
4, 6, 2
2, 9, 5
5, 0, 8
2, 0, 5
0, 9, 3
0, 2, 4
9, 3, 4
2, 6, 4
7, 2, 5
4, 9, 3
9, 2, 3
7, 1, 4
5, 9, 8
7, 3, 3
6, 7, 2
6, 5, 5
6, 0, 5
2, 7, 3
2, 8, 6
4, 3, 6
3, 0, 4
6, 8, 3
9, 1, 10
3, 8, 1
1, 8, 4
3, 4, 8
4, 1, 6
0, 8, 2
0, 4, 2
0, 3, 13
1, 0, 2
5, 2, 8
7, 5, 6
3, 1, 9
4, 0, 5
8, 1, 3
1, 2, 4
8, 2, 3
1, 9, 3
8, 0, 7
1, 7, 6
0, 6, 5
2, 1, 2
3, 7, 4
8, 6, 5
7, 4, 4
4, 2, 14
1, 5, 4
7, 0, 3
9, 7, 2
9, 4, 5
5, 8, 9
1, 3, 6
5, 6, 9
4, 7, 6
7, 6, 5
8, 7, 3
2, 3, 3
8, 3, 4
9, 8, 8
6, 2, 5
7, 8, 3
1, 4, 7
2, 4, 7
4, 5, 3
3, 2, 5
3, 9, 5
7, 9, 8
4, 8, 6
1, 6, 1
0, 5, 5
9, 6, 5
5, 1, 7
8, 9, 3
8, 5, 4
0, 7, 8
6, 3, 4
6, 1, 6
3, 5, 5
6, 9, 8
9, 5, 7
5, 3, 3
5, 4, 4
8, 4, 4
9, 0, 5
0, 1, 6
