winner, loser, victorycount
5, 2, 5
5, 6, 3
3, 8, 6
6, 9, 2
2, 6, 6
2, 9, 9
7, 2, 6
8, 6, 4
3, 9, 5
7, 0, 3
1, 4, 5
7, 6, 9
9, 4, 4
0, 9, 3
0, 1, 5
7, 9, 8
8, 5, 3
2, 4, 4
3, 5, 9
6, 4, 5
7, 3, 2
4, 3, 7
1, 3, 5
6, 7, 6
0, 7, 9
0, 6, 7
8, 4, 7
9, 1, 5
3, 6, 2
0, 4, 11
1, 6, 8
2, 3, 5
9, 5, 4
1, 7, 4
2, 8, 5
2, 5, 2
3, 2, 5
3, 1, 4
1, 2, 5
8, 1, 8
9, 0, 6
8, 2, 4
6, 2, 2
8, 7, 5
9, 6, 5
9, 2, 13
5, 3, 3
6, 3, 7
4, 9, 4
4, 8, 2
9, 3, 4
3, 7, 4
3, 4, 5
1, 0, 11
4, 1, 3
9, 8, 4
8, 9, 8
2, 1, 2
0, 2, 5
1, 9, 5
5, 4, 7
9, 7, 4
3, 0, 4
7, 1, 7
6, 8, 7
1, 5, 5
6, 5, 4
7, 8, 2
5, 8, 5
7, 4, 7
5, 9, 3
4, 5, 7
7, 5, 1
4, 6, 5
4, 0, 4
1, 8, 3
4, 7, 4
4, 2, 1
5, 0, 5
8, 3, 3
5, 7, 2
8, 0, 2
5, 1, 4
6, 1, 5
6, 0, 6
0, 5, 5
2, 7, 9
0, 8, 5
0, 3, 2
2, 0, 5
