approaching, opponent, attackcount
8, 4, 1
5, 0, 6
0, 5, 2
2, 9, 7
5, 1, 2
5, 7, 1
0, 2, 4
9, 1, 6
3, 9, 9
1, 9, 2
7, 5, 2
9, 4, 4
0, 8, 1
6, 8, 7
1, 0, 4
3, 0, 15
7, 9, 3
7, 8, 2
3, 5, 12
3, 8, 13
4, 2, 7
4, 3, 2
6, 5, 5
6, 0, 6
9, 7, 2
2, 3, 8
4, 9, 3
6, 7, 7
2, 5, 10
4, 8, 2
8, 6, 2
3, 2, 13
2, 0, 10
2, 4, 4
5, 9, 4
5, 3, 8
4, 6, 1
8, 9, 8
1, 3, 3
8, 2, 3
1, 2, 6
8, 0, 6
1, 5, 3
8, 7, 7
8, 5, 11
7, 3, 4
0, 1, 2
3, 4, 13
1, 8, 3
4, 7, 1
0, 4, 3
2, 8, 7
3, 7, 8
9, 6, 5
0, 7, 4
6, 2, 6
5, 2, 5
1, 7, 6
6, 9, 7
9, 2, 3
5, 6, 3
0, 3, 2
7, 0, 5
7, 6, 3
6, 4, 3
9, 5, 2
9, 0, 3
9, 8, 4
1, 4, 3
5, 8, 3
6, 1, 8
8, 3, 2
4, 1, 3
6, 3, 4
4, 5, 3
2, 1, 8
8, 1, 5
2, 6, 8
3, 1, 6
9, 3, 2
1, 6, 4
4, 0, 3
7, 4, 3
7, 1, 4
7, 2, 1
0, 6, 4
3, 6, 20
5, 4, 4
2, 7, 6
0, 9, 0
