approaching, opponent, attackcount
6, 2, 2
0, 2, 10
2, 3, 0
8, 6, 14
1, 0, 3
6, 7, 3
5, 7, 6
8, 4, 21
4, 1, 5
5, 2, 5
4, 6, 1
0, 8, 4
9, 3, 4
1, 4, 4
3, 8, 8
5, 9, 2
0, 7, 8
9, 7, 4
1, 3, 1
2, 5, 1
9, 1, 2
4, 9, 2
0, 9, 10
2, 7, 1
0, 4, 7
1, 2, 3
2, 0, 5
7, 5, 4
1, 7, 1
5, 1, 4
8, 5, 18
6, 3, 1
7, 9, 3
8, 1, 19
8, 3, 10
1, 8, 1
3, 6, 4
5, 6, 6
0, 1, 6
3, 9, 9
3, 1, 5
6, 9, 1
4, 7, 1
7, 4, 5
9, 4, 3
4, 0, 3
0, 3, 6
4, 5, 3
9, 0, 1
3, 7, 8
6, 0, 5
1, 9, 5
6, 5, 0
7, 1, 5
3, 5, 6
0, 6, 11
2, 9, 2
6, 8, 1
5, 0, 1
6, 1, 2
3, 0, 8
4, 2, 1
9, 6, 3
5, 3, 5
6, 4, 2
2, 4, 4
8, 9, 14
7, 3, 5
4, 8, 6
8, 7, 11
7, 8, 1
7, 6, 5
3, 2, 3
2, 1, 1
1, 5, 1
2, 8, 5
8, 2, 21
7, 0, 5
3, 4, 2
1, 6, 3
2, 6, 2
7, 2, 3
5, 8, 3
0, 5, 12
4, 3, 2
8, 0, 5
9, 8, 9
5, 4, 7
9, 5, 3
9, 2, 2
