winner, loser, victorycount
0, 2, 9
3, 9, 4
7, 9, 4
0, 3, 8
8, 4, 6
1, 0, 6
9, 7, 7
1, 5, 3
2, 0, 6
3, 2, 6
4, 1, 6
0, 9, 5
9, 4, 8
6, 8, 6
7, 3, 4
7, 0, 3
4, 6, 3
2, 6, 1
8, 6, 5
9, 2, 5
3, 5, 3
6, 9, 4
5, 6, 4
0, 1, 6
2, 1, 6
3, 1, 2
9, 6, 7
4, 9, 2
4, 7, 2
7, 8, 4
9, 8, 4
6, 0, 5
5, 9, 4
8, 9, 7
4, 2, 4
6, 1, 11
5, 4, 7
8, 0, 6
1, 8, 2
0, 5, 5
9, 5, 7
1, 2, 2
6, 3, 5
6, 7, 8
3, 7, 6
8, 5, 2
5, 3, 4
1, 6, 4
9, 3, 6
2, 5, 6
9, 0, 4
1, 4, 2
7, 2, 4
4, 3, 0
5, 7, 3
2, 7, 4
2, 9, 4
8, 2, 7
5, 0, 6
4, 0, 3
8, 3, 4
5, 1, 7
6, 5, 7
2, 8, 2
8, 1, 13
0, 6, 6
4, 8, 3
2, 3, 9
5, 8, 3
9, 1, 3
1, 3, 1
0, 7, 7
8, 7, 1
7, 6, 7
7, 5, 6
7, 1, 12
1, 9, 3
5, 2, 4
0, 4, 12
3, 6, 4
6, 2, 8
6, 4, 3
3, 8, 0
1, 7, 1
2, 4, 7
3, 4, 6
3, 0, 8
4, 5, 3
0, 8, 4
7, 4, 9
