approaching, opponent, attackcount
6, 8, 3
2, 4, 2
5, 8, 6
3, 5, 2
2, 6, 2
8, 7, 6
6, 3, 6
8, 6, 5
6, 5, 3
0, 2, 11
0, 6, 10
3, 7, 3
9, 4, 3
2, 9, 3
8, 1, 5
0, 8, 5
4, 9, 3
1, 4, 4
5, 9, 1
7, 5, 8
7, 8, 3
8, 0, 1
9, 0, 4
7, 0, 2
4, 3, 6
8, 2, 16
9, 2, 14
3, 0, 4
4, 2, 14
6, 1, 8
4, 0, 4
2, 5, 4
9, 6, 4
0, 5, 15
7, 2, 6
4, 8, 7
3, 2, 7
7, 9, 2
6, 2, 8
2, 0, 2
4, 5, 6
5, 2, 5
0, 1, 8
1, 7, 6
1, 9, 0
7, 1, 2
0, 3, 9
9, 7, 8
4, 6, 1
7, 6, 5
9, 8, 11
5, 3, 4
8, 4, 2
3, 6, 3
1, 8, 5
2, 8, 2
1, 6, 9
1, 5, 9
7, 3, 1
1, 3, 10
1, 0, 3
8, 3, 3
9, 3, 11
6, 4, 3
2, 1, 5
3, 8, 4
0, 4, 3
5, 6, 2
5, 4, 2
7, 4, 3
2, 7, 4
3, 4, 3
8, 5, 5
9, 5, 8
6, 9, 2
3, 1, 4
6, 0, 3
6, 7, 4
1, 2, 9
2, 3, 0
0, 7, 7
4, 7, 9
3, 9, 3
5, 0, 3
5, 7, 2
8, 9, 4
5, 1, 6
9, 1, 1
4, 1, 4
0, 9, 2
