self, opp, fightsavoided
1, 7, 3
2, 5, 5
1, 5, 8
5, 1, 8
3, 0, 8
2, 6, 3
4, 3, 4
1, 2, 1
6, 5, 3
2, 1, 5
6, 2, 4
3, 4, 2
2, 8, 7
1, 0, 3
3, 6, 4
5, 7, 8
4, 7, 10
0, 1, 3
5, 3, 3
8, 3, 8
9, 8, 5
0, 7, 7
6, 0, 10
1, 3, 5
7, 2, 3
7, 0, 7
9, 0, 5
3, 7, 5
1, 9, 3
8, 5, 3
9, 7, 6
8, 0, 5
2, 0, 7
6, 8, 3
5, 9, 15
0, 8, 5
3, 8, 4
5, 2, 4
8, 1, 3
1, 4, 0
2, 4, 6
7, 4, 2
6, 4, 3
4, 5, 2
4, 0, 7
8, 7, 7
5, 8, 1
2, 9, 5
6, 3, 10
3, 5, 3
5, 4, 1
2, 3, 2
5, 6, 5
7, 3, 12
0, 3, 3
7, 5, 6
7, 9, 10
7, 8, 4
4, 9, 4
7, 6, 6
6, 9, 11
0, 9, 5
8, 6, 6
4, 8, 11
0, 6, 4
3, 1, 3
9, 2, 1
0, 5, 2
9, 1, 1
8, 2, 5
2, 7, 6
0, 2, 3
9, 4, 4
9, 3, 5
4, 6, 2
9, 5, 4
4, 2, 4
9, 6, 3
8, 4, 6
6, 7, 8
1, 8, 8
5, 0, 1
3, 9, 4
1, 6, 6
3, 2, 0
6, 1, 6
4, 1, 6
0, 4, 2
8, 9, 9
7, 1, 10
