approaching, opponent, attackcount
0, 5, 2
1, 3, 4
8, 5, 4
5, 3, 1
7, 9, 3
7, 5, 4
9, 1, 22
6, 8, 6
5, 8, 3
5, 9, 1
9, 0, 9
1, 0, 4
7, 3, 1
0, 8, 5
0, 7, 2
2, 5, 1
3, 6, 11
7, 1, 0
8, 3, 2
0, 3, 1
5, 2, 2
3, 7, 4
2, 4, 5
8, 7, 4
9, 5, 8
8, 6, 4
8, 4, 2
1, 5, 0
0, 4, 2
1, 6, 1
7, 8, 3
0, 6, 3
2, 0, 0
5, 6, 3
0, 9, 2
3, 1, 15
4, 8, 16
0, 1, 1
3, 0, 11
6, 2, 2
6, 1, 3
1, 2, 2
0, 2, 0
8, 1, 3
7, 4, 3
6, 0, 2
8, 9, 3
4, 7, 18
5, 7, 4
2, 9, 1
2, 1, 4
9, 6, 16
7, 0, 4
1, 7, 2
9, 2, 16
4, 6, 15
2, 8, 3
6, 7, 3
9, 8, 4
5, 0, 8
4, 2, 14
6, 5, 4
3, 9, 2
4, 5, 8
8, 0, 0
9, 3, 8
2, 6, 2
8, 2, 2
9, 7, 9
5, 4, 3
2, 7, 1
3, 4, 5
1, 9, 3
4, 9, 11
3, 5, 5
4, 1, 9
4, 3, 12
7, 6, 1
2, 3, 3
1, 4, 3
6, 3, 3
1, 8, 1
9, 4, 12
4, 0, 13
7, 2, 4
6, 9, 6
3, 2, 9
3, 8, 4
6, 4, 4
5, 1, 1
