approaching, opponent, attackcount
0, 9, 2
7, 0, 5
9, 8, 7
5, 8, 3
5, 7, 7
4, 7, 4
3, 7, 20
4, 3, 1
6, 0, 3
6, 3, 3
8, 5, 1
3, 1, 9
0, 7, 2
0, 5, 2
7, 1, 5
5, 3, 3
8, 6, 3
3, 9, 17
4, 2, 5
9, 4, 9
3, 8, 20
8, 1, 3
2, 9, 4
8, 4, 2
1, 5, 3
0, 3, 4
2, 6, 4
6, 7, 3
3, 6, 17
1, 2, 1
0, 1, 5
4, 9, 7
8, 9, 5
7, 2, 3
4, 8, 3
1, 4, 1
5, 2, 2
4, 1, 2
6, 1, 2
1, 8, 3
1, 3, 1
2, 8, 9
3, 2, 11
5, 4, 2
9, 0, 7
0, 2, 5
6, 9, 1
3, 5, 20
5, 6, 1
7, 8, 2
2, 1, 6
2, 5, 9
7, 3, 2
7, 9, 4
1, 7, 2
9, 6, 9
8, 0, 1
6, 8, 2
7, 4, 1
1, 9, 5
8, 7, 2
6, 4, 3
1, 0, 4
2, 4, 2
6, 5, 3
2, 0, 7
6, 2, 1
4, 0, 4
2, 7, 6
9, 1, 5
9, 3, 9
2, 3, 5
0, 4, 5
5, 0, 2
8, 3, 4
5, 9, 1
3, 4, 19
9, 5, 4
5, 1, 2
7, 6, 2
9, 2, 9
4, 5, 4
9, 7, 6
0, 8, 5
7, 5, 5
0, 6, 7
4, 6, 2
1, 6, 2
8, 2, 3
3, 0, 12
