approaching, opponent, attackcount
4, 6, 3
4, 1, 16
8, 3, 11
0, 8, 5
7, 1, 6
2, 0, 6
9, 5, 2
8, 4, 3
3, 7, 4
9, 1, 6
2, 1, 8
7, 3, 7
4, 7, 11
6, 4, 2
2, 8, 4
3, 8, 5
0, 5, 3
1, 7, 5
6, 5, 3
0, 1, 5
1, 2, 5
5, 9, 1
5, 1, 5
5, 0, 4
5, 2, 5
6, 3, 9
7, 4, 4
1, 6, 3
1, 3, 4
3, 4, 8
2, 5, 5
4, 3, 10
6, 9, 7
9, 4, 10
8, 2, 6
3, 9, 4
6, 2, 4
0, 7, 2
0, 2, 10
9, 7, 8
6, 7, 8
6, 1, 3
9, 8, 2
3, 1, 7
5, 6, 4
1, 4, 3
0, 4, 5
2, 4, 1
9, 0, 5
9, 6, 6
4, 5, 5
7, 8, 1
8, 5, 2
4, 9, 4
0, 6, 6
5, 8, 4
9, 2, 1
8, 9, 3
2, 3, 7
7, 0, 1
4, 2, 5
3, 5, 5
5, 4, 3
3, 0, 8
7, 9, 6
6, 8, 5
2, 9, 3
8, 0, 5
2, 6, 4
6, 0, 5
0, 3, 4
2, 7, 4
4, 0, 6
9, 3, 7
8, 6, 6
3, 6, 2
4, 8, 5
0, 9, 1
8, 1, 6
1, 5, 6
7, 5, 6
1, 8, 4
1, 0, 2
7, 2, 8
8, 7, 4
3, 2, 3
7, 6, 0
5, 7, 11
5, 3, 6
1, 9, 3
