winner, loser, victorycount
5, 7, 7
5, 1, 0
3, 2, 3
0, 8, 3
4, 1, 4
6, 3, 12
5, 0, 12
0, 6, 1
2, 5, 2
7, 1, 6
8, 3, 7
6, 2, 5
9, 6, 8
2, 0, 2
7, 0, 8
8, 4, 6
2, 8, 1
1, 9, 5
0, 9, 1
1, 0, 9
4, 5, 7
4, 0, 6
7, 5, 0
9, 8, 6
2, 9, 5
4, 9, 8
9, 7, 5
4, 8, 5
3, 6, 1
1, 7, 4
9, 0, 17
5, 9, 2
1, 3, 17
8, 9, 1
6, 0, 6
8, 2, 12
7, 9, 1
9, 2, 26
0, 3, 5
6, 1, 0
4, 7, 8
6, 8, 2
3, 0, 3
0, 1, 4
3, 5, 3
2, 7, 2
9, 4, 3
7, 3, 7
5, 3, 10
4, 3, 3
0, 5, 1
2, 4, 1
9, 3, 14
1, 4, 3
1, 6, 2
3, 7, 2
2, 6, 4
5, 6, 4
1, 5, 5
6, 7, 5
7, 4, 2
7, 8, 6
9, 5, 5
6, 5, 1
3, 9, 3
1, 8, 5
6, 4, 5
1, 2, 16
5, 4, 5
5, 2, 5
7, 2, 4
0, 7, 1
8, 5, 1
8, 0, 7
0, 2, 7
2, 1, 2
9, 1, 5
6, 9, 3
8, 7, 3
3, 8, 3
7, 6, 6
4, 2, 10
8, 6, 6
3, 4, 1
5, 8, 6
8, 1, 3
3, 1, 1
0, 4, 3
2, 3, 2
4, 6, 1
