winner, loser, victorycount
2, 7, 4
3, 4, 0
0, 4, 8
0, 9, 4
1, 6, 10
7, 6, 8
3, 9, 1
1, 0, 4
1, 4, 3
2, 9, 7
5, 2, 2
0, 3, 19
9, 8, 2
2, 5, 4
2, 6, 12
9, 5, 2
8, 9, 5
2, 0, 3
9, 3, 8
6, 3, 7
5, 8, 2
9, 0, 2
0, 7, 7
5, 9, 4
6, 1, 5
3, 1, 2
5, 4, 7
9, 4, 3
6, 4, 3
3, 2, 1
7, 8, 5
8, 6, 6
9, 6, 10
4, 1, 4
7, 4, 6
6, 8, 1
3, 7, 1
1, 5, 1
4, 0, 3
3, 8, 2
2, 3, 11
4, 6, 5
7, 1, 7
3, 0, 3
0, 1, 9
2, 4, 10
4, 9, 5
1, 9, 3
4, 8, 5
1, 2, 6
6, 0, 3
7, 2, 4
8, 1, 9
4, 3, 12
1, 3, 4
8, 3, 22
4, 2, 5
5, 3, 9
4, 7, 7
2, 8, 1
7, 3, 11
5, 6, 6
3, 5, 0
4, 5, 3
1, 8, 3
5, 1, 6
0, 2, 3
0, 8, 7
6, 5, 5
8, 2, 2
7, 0, 3
0, 6, 8
1, 7, 2
6, 7, 6
8, 7, 2
8, 5, 8
5, 0, 4
5, 7, 5
8, 0, 6
7, 5, 4
6, 2, 1
3, 6, 1
6, 9, 3
7, 9, 2
9, 7, 3
9, 1, 5
9, 2, 2
8, 4, 2
2, 1, 6
0, 5, 3
