winner, loser, victorycount
3, 9, 5
1, 5, 23
3, 6, 4
1, 7, 0
0, 2, 0
8, 5, 21
4, 1, 5
9, 3, 0
2, 7, 0
0, 6, 0
5, 7, 0
6, 5, 10
6, 3, 0
0, 8, 10
0, 3, 0
1, 8, 9
8, 0, 14
5, 9, 0
8, 6, 0
3, 2, 5
0, 5, 27
7, 4, 0
3, 0, 10
7, 5, 16
9, 0, 15
4, 8, 11
7, 9, 4
4, 5, 16
0, 9, 0
3, 8, 16
1, 6, 1
6, 9, 4
9, 8, 11
9, 6, 3
9, 2, 0
4, 6, 7
4, 3, 5
9, 4, 0
4, 9, 4
7, 3, 0
8, 1, 0
3, 7, 4
5, 0, 0
3, 1, 4
0, 7, 0
9, 7, 0
6, 7, 0
7, 8, 10
6, 0, 11
0, 4, 0
2, 8, 12
1, 4, 0
2, 0, 19
8, 3, 0
2, 6, 11
7, 6, 4
7, 0, 13
1, 0, 7
2, 1, 2
0, 1, 0
2, 3, 0
8, 7, 0
5, 3, 0
6, 8, 11
4, 7, 4
3, 4, 0
2, 9, 3
4, 0, 10
5, 8, 0
8, 4, 0
9, 5, 13
1, 3, 0
7, 1, 6
2, 4, 0
4, 2, 8
2, 5, 20
6, 1, 3
8, 9, 0
5, 4, 0
6, 4, 0
7, 2, 3
8, 2, 0
1, 9, 2
5, 2, 0
5, 6, 0
6, 2, 0
3, 5, 10
1, 2, 0
9, 1, 4
5, 1, 0
