winner, loser, victorycount
1, 5, 8
7, 5, 0
9, 2, 14
3, 6, 3
9, 4, 5
0, 1, 0
8, 2, 19
8, 1, 0
7, 2, 10
4, 2, 20
4, 1, 0
3, 4, 2
7, 1, 0
4, 6, 0
6, 8, 4
4, 5, 3
5, 8, 2
0, 2, 12
7, 6, 0
8, 6, 0
5, 3, 0
5, 7, 19
8, 3, 0
7, 4, 0
7, 9, 0
3, 2, 19
5, 6, 0
6, 9, 0
0, 4, 0
4, 3, 0
1, 2, 12
0, 9, 0
7, 0, 0
5, 0, 7
9, 0, 5
9, 6, 7
9, 8, 6
6, 0, 4
1, 4, 5
0, 7, 10
6, 4, 7
4, 9, 0
2, 3, 0
2, 5, 0
9, 7, 18
3, 5, 2
6, 5, 9
3, 7, 17
9, 1, 4
2, 6, 0
0, 6, 0
6, 7, 18
1, 9, 0
0, 5, 0
5, 1, 0
2, 1, 0
7, 8, 0
1, 8, 9
1, 7, 24
0, 8, 0
8, 9, 0
8, 7, 14
5, 4, 2
1, 6, 3
2, 4, 0
7, 3, 0
9, 5, 5
6, 2, 20
2, 8, 0
2, 7, 8
1, 3, 2
8, 4, 0
2, 9, 0
4, 0, 7
4, 8, 7
3, 1, 3
5, 2, 11
8, 0, 7
3, 9, 0
1, 0, 8
2, 0, 0
6, 3, 3
6, 1, 4
9, 3, 4
4, 7, 13
3, 0, 12
8, 5, 0
5, 9, 0
0, 3, 0
3, 8, 13
