self, opp, fightsavoided
7, 1, 5
8, 9, 2
0, 2, 6
4, 7, 6
3, 6, 3
1, 9, 3
3, 5, 3
1, 3, 7
5, 7, 4
5, 9, 6
4, 1, 2
3, 0, 2
5, 0, 1
8, 7, 3
2, 8, 7
3, 2, 5
0, 7, 5
0, 6, 1
2, 0, 3
1, 4, 11
0, 9, 3
8, 4, 6
8, 5, 2
6, 8, 2
6, 4, 7
4, 9, 1
9, 0, 6
5, 6, 6
7, 3, 5
3, 9, 4
3, 7, 1
2, 4, 5
9, 8, 7
5, 1, 9
9, 4, 2
0, 5, 5
8, 6, 7
1, 2, 7
9, 5, 1
6, 2, 6
2, 6, 8
4, 0, 4
7, 0, 6
9, 7, 4
3, 4, 5
1, 8, 7
6, 9, 7
8, 1, 7
1, 5, 3
8, 3, 9
4, 5, 16
5, 4, 10
7, 8, 7
8, 0, 5
1, 7, 6
6, 0, 4
9, 2, 4
4, 6, 12
0, 8, 1
4, 2, 6
2, 9, 5
8, 2, 8
6, 7, 1
6, 3, 3
0, 3, 2
7, 2, 5
7, 6, 5
2, 3, 10
1, 0, 9
6, 1, 3
6, 5, 0
5, 8, 4
5, 2, 4
9, 6, 6
2, 5, 2
9, 3, 5
4, 8, 4
0, 1, 8
7, 4, 12
3, 1, 3
5, 3, 5
4, 3, 5
3, 8, 4
9, 1, 8
1, 6, 6
7, 5, 2
7, 9, 3
2, 7, 1
2, 1, 6
0, 4, 3
