"","0","1","2","3","4","5","6","7","8","9"
"0",0,4,2,1,2,5,4,1,3,2
"1",8,0,6,8,5,9,9,6,11,6
"2",7,7,0,9,1,6,0,4,8,4
"3",9,4,5,0,4,8,2,4,1,1
"4",6,10,4,7,0,6,6,11,9,9
"5",1,1,1,2,0,0,3,5,2,1
"6",7,9,4,7,2,9,0,5,5,2
"7",6,4,4,8,1,8,10,0,7,4
"8",4,0,4,2,3,5,6,5,0,0
"9",5,6,6,7,6,6,6,5,12,0
