winner, loser, victorycount
1, 4, 7
8, 3, 2
5, 0, 0
8, 2, 5
2, 7, 7
5, 2, 0
8, 0, 2
9, 0, 0
2, 5, 12
2, 1, 0
0, 7, 6
1, 0, 0
6, 1, 0
0, 1, 3
5, 3, 0
0, 3, 2
1, 3, 0
1, 6, 8
8, 9, 7
7, 4, 7
4, 3, 0
2, 0, 0
4, 0, 0
6, 2, 0
6, 7, 0
1, 7, 6
1, 2, 11
8, 1, 6
3, 7, 6
9, 4, 0
3, 0, 4
3, 4, 8
5, 6, 0
2, 9, 17
1, 9, 23
2, 6, 7
3, 5, 16
1, 8, 0
0, 8, 0
4, 9, 10
8, 6, 8
9, 6, 0
4, 2, 7
7, 5, 14
5, 8, 0
6, 8, 0
8, 5, 14
9, 2, 0
7, 3, 0
5, 4, 0
4, 6, 9
5, 1, 0
0, 2, 4
7, 9, 15
5, 7, 0
1, 5, 15
6, 9, 12
3, 1, 6
4, 5, 14
9, 3, 0
6, 0, 0
4, 8, 0
9, 7, 0
2, 8, 0
7, 6, 13
4, 1, 0
7, 1, 0
6, 3, 0
9, 5, 17
2, 4, 1
9, 1, 0
4, 7, 5
6, 5, 17
0, 4, 4
7, 0, 0
0, 6, 9
3, 2, 8
0, 5, 11
3, 8, 0
7, 8, 0
5, 9, 9
8, 4, 8
3, 9, 15
8, 7, 6
3, 6, 9
7, 2, 3
2, 3, 0
9, 8, 0
6, 4, 0
0, 9, 15
