winner, loser, victorycount
9, 2, 7
4, 2, 4
4, 6, 11
1, 4, 0
2, 0, 17
6, 5, 18
8, 2, 0
2, 5, 11
7, 3, 0
8, 3, 0
4, 7, 7
7, 1, 0
8, 5, 20
0, 5, 14
0, 8, 0
7, 5, 10
9, 0, 9
0, 9, 0
1, 7, 7
5, 9, 0
2, 1, 7
7, 6, 8
6, 3, 0
1, 3, 0
5, 6, 0
1, 9, 0
1, 2, 2
3, 2, 10
5, 3, 0
4, 3, 2
7, 0, 13
2, 4, 0
5, 7, 0
8, 9, 0
8, 0, 14
3, 1, 9
4, 8, 9
7, 8, 12
1, 8, 8
3, 8, 6
7, 4, 0
3, 4, 4
9, 3, 2
0, 7, 0
5, 8, 0
4, 9, 3
9, 6, 13
3, 6, 13
6, 9, 0
2, 8, 7
8, 6, 11
2, 9, 0
6, 2, 0
1, 6, 12
6, 7, 0
4, 0, 8
9, 1, 11
3, 9, 5
8, 7, 0
3, 7, 7
1, 5, 20
3, 0, 7
2, 3, 0
5, 0, 0
0, 1, 0
2, 7, 7
0, 3, 0
6, 0, 2
5, 2, 0
7, 2, 0
0, 2, 0
0, 4, 0
6, 1, 0
9, 8, 9
9, 5, 14
1, 0, 7
4, 1, 7
4, 5, 11
8, 4, 0
7, 9, 0
2, 6, 10
5, 4, 0
8, 1, 0
6, 8, 0
6, 4, 0
5, 1, 0
3, 5, 9
9, 4, 2
0, 6, 6
9, 7, 8
