winner, loser, victorycount
8, 9, 0
2, 9, 7
5, 0, 0
1, 9, 8
1, 2, 0
6, 5, 7
7, 0, 0
4, 5, 3
0, 1, 0
2, 1, 6
4, 8, 9
7, 4, 0
5, 1, 0
2, 4, 9
0, 6, 0
2, 6, 5
4, 3, 0
0, 7, 8
1, 5, 11
3, 7, 10
2, 8, 15
9, 5, 8
9, 6, 0
0, 2, 0
8, 2, 0
1, 6, 3
2, 3, 6
7, 8, 18
4, 0, 0
2, 0, 8
4, 1, 0
0, 8, 9
4, 2, 0
6, 2, 0
0, 4, 11
3, 1, 0
3, 6, 0
5, 7, 12
6, 0, 12
8, 0, 0
5, 6, 0
6, 4, 7
3, 2, 0
5, 4, 3
7, 3, 0
1, 0, 6
6, 1, 1
4, 9, 0
5, 3, 0
3, 0, 4
6, 8, 9
3, 5, 12
2, 7, 8
1, 7, 8
8, 4, 0
8, 7, 0
1, 4, 8
7, 1, 0
4, 6, 0
8, 3, 0
9, 2, 0
9, 7, 17
3, 4, 6
8, 5, 0
9, 3, 4
8, 1, 0
5, 9, 0
7, 5, 0
6, 9, 8
7, 9, 0
2, 5, 12
4, 7, 12
1, 8, 11
9, 1, 0
3, 8, 23
3, 9, 8
1, 3, 15
6, 7, 9
0, 3, 2
9, 8, 15
9, 0, 4
7, 6, 0
0, 5, 13
6, 3, 6
8, 6, 0
5, 8, 21
5, 2, 0
7, 2, 0
9, 4, 11
0, 9, 2
