winner, loser, victorycount
7, 9, 7
7, 8, 2
5, 1, 9
1, 4, 9
2, 5, 9
4, 7, 7
2, 8, 4
5, 4, 5
9, 7, 0
6, 5, 8
9, 1, 0
2, 6, 6
0, 1, 1
9, 2, 0
8, 2, 5
9, 8, 2
4, 8, 7
1, 3, 12
4, 9, 7
7, 3, 3
8, 4, 3
0, 9, 2
1, 0, 15
9, 4, 1
6, 0, 4
0, 2, 0
7, 6, 3
2, 7, 7
0, 5, 1
4, 1, 10
6, 8, 4
7, 2, 2
3, 6, 6
2, 1, 9
1, 6, 13
5, 7, 4
1, 8, 13
9, 5, 1
8, 3, 3
6, 4, 7
0, 4, 2
4, 0, 8
4, 5, 4
0, 8, 0
3, 4, 3
6, 2, 4
6, 9, 3
6, 1, 4
3, 1, 3
8, 1, 8
3, 0, 6
9, 6, 1
0, 6, 4
3, 9, 2
2, 9, 6
8, 6, 5
2, 0, 6
9, 3, 1
7, 0, 1
4, 3, 14
3, 2, 3
3, 5, 4
1, 5, 5
5, 2, 4
3, 8, 3
0, 3, 0
5, 9, 1
5, 6, 1
5, 8, 4
4, 6, 5
8, 0, 10
1, 7, 12
8, 5, 2
1, 9, 11
9, 0, 2
7, 1, 2
2, 3, 8
6, 3, 6
6, 7, 12
4, 2, 10
5, 0, 7
2, 4, 4
8, 7, 3
3, 7, 6
1, 2, 12
5, 3, 5
7, 5, 3
7, 4, 4
8, 9, 4
0, 7, 2
