winner, loser, victorycount
7, 3, 10
2, 0, 5
7, 6, 17
0, 2, 2
8, 4, 4
7, 5, 4
4, 6, 2
5, 0, 5
9, 5, 6
6, 0, 5
4, 8, 9
0, 6, 0
3, 4, 2
8, 3, 9
4, 1, 4
3, 2, 3
4, 7, 7
1, 5, 2
9, 8, 6
2, 1, 7
9, 4, 12
9, 0, 12
0, 9, 2
6, 9, 0
1, 4, 2
1, 9, 1
1, 0, 6
1, 2, 1
2, 6, 2
8, 7, 6
2, 5, 3
1, 6, 4
5, 3, 5
0, 7, 2
0, 8, 1
5, 7, 5
1, 8, 2
7, 2, 6
3, 9, 3
0, 5, 0
1, 7, 4
7, 1, 10
9, 3, 10
9, 2, 4
9, 6, 3
8, 9, 5
9, 1, 5
2, 7, 5
4, 3, 11
2, 4, 2
0, 1, 3
2, 8, 6
2, 3, 6
2, 9, 2
7, 8, 10
8, 2, 8
6, 3, 4
8, 5, 6
5, 9, 4
3, 8, 3
6, 5, 4
6, 1, 1
4, 2, 9
3, 7, 11
6, 4, 1
8, 0, 6
4, 5, 9
5, 8, 11
1, 3, 3
7, 9, 9
7, 0, 7
3, 6, 5
5, 2, 5
5, 1, 11
0, 3, 1
3, 5, 1
5, 6, 4
6, 8, 3
0, 4, 0
6, 2, 0
6, 7, 4
3, 0, 1
9, 7, 7
7, 4, 12
4, 9, 8
5, 4, 4
8, 6, 4
3, 1, 3
8, 1, 6
4, 0, 5
