winner, loser, victorycount
4, 8, 7
2, 8, 4
6, 1, 4
0, 4, 8
7, 8, 2
6, 3, 6
0, 8, 1
9, 7, 1
4, 9, 12
1, 0, 3
9, 0, 0
1, 3, 2
6, 7, 2
5, 4, 6
7, 5, 5
6, 5, 6
0, 7, 4
7, 0, 1
8, 4, 4
5, 2, 11
4, 6, 3
8, 9, 10
7, 3, 4
1, 8, 3
1, 6, 2
5, 9, 10
9, 4, 4
3, 7, 3
4, 7, 6
5, 7, 4
7, 1, 4
1, 5, 2
8, 6, 5
1, 4, 4
3, 0, 1
4, 3, 4
1, 7, 3
8, 1, 0
8, 7, 7
6, 4, 6
9, 5, 4
8, 3, 7
7, 9, 10
3, 2, 12
0, 2, 6
2, 6, 4
0, 1, 3
2, 4, 7
8, 5, 5
2, 7, 2
2, 0, 5
4, 2, 6
7, 4, 3
6, 9, 10
4, 5, 3
4, 1, 6
7, 6, 0
3, 1, 5
6, 8, 6
6, 2, 10
3, 6, 2
2, 9, 13
0, 6, 5
9, 8, 4
3, 5, 6
2, 5, 5
0, 3, 2
7, 2, 11
2, 1, 7
9, 3, 5
8, 2, 12
8, 0, 3
5, 8, 3
3, 9, 10
5, 3, 1
4, 0, 2
5, 6, 2
2, 3, 2
5, 0, 7
9, 2, 14
3, 4, 1
0, 9, 15
9, 6, 2
6, 0, 3
5, 1, 2
9, 1, 4
1, 9, 5
1, 2, 8
0, 5, 5
3, 8, 1
