winner, loser, victorycount
8, 0, 7
9, 0, 1
9, 8, 5
6, 1, 6
4, 7, 5
6, 8, 3
6, 0, 6
8, 2, 10
4, 1, 3
6, 4, 10
6, 2, 13
8, 5, 5
0, 5, 2
1, 2, 9
0, 2, 7
4, 5, 2
1, 7, 6
0, 4, 11
9, 3, 5
7, 1, 2
3, 7, 1
9, 6, 6
4, 3, 2
5, 2, 13
8, 9, 4
2, 1, 0
2, 0, 4
7, 0, 4
7, 3, 1
2, 5, 3
7, 2, 8
5, 8, 9
7, 6, 6
2, 7, 10
5, 9, 4
6, 7, 9
2, 9, 2
5, 1, 5
9, 2, 4
5, 0, 5
4, 8, 3
5, 3, 4
7, 8, 1
0, 7, 5
7, 9, 3
2, 6, 4
3, 4, 9
3, 0, 1
4, 0, 2
9, 7, 7
3, 9, 5
1, 3, 6
3, 6, 3
7, 5, 2
1, 5, 1
4, 6, 4
3, 8, 6
5, 7, 2
7, 4, 3
0, 3, 6
5, 4, 9
6, 3, 3
3, 2, 6
0, 6, 3
1, 4, 16
1, 6, 2
5, 6, 8
1, 9, 2
8, 1, 7
1, 8, 0
0, 1, 3
3, 1, 1
1, 0, 3
8, 3, 6
3, 5, 1
2, 8, 5
4, 2, 15
2, 3, 4
0, 9, 3
8, 7, 6
9, 5, 4
2, 4, 10
4, 9, 3
9, 1, 3
8, 6, 3
6, 9, 2
0, 8, 5
8, 4, 12
9, 4, 9
6, 5, 1
