approaching, opponent, attackcount
7, 5, 1
3, 4, 6
8, 5, 5
9, 3, 2
8, 0, 9
1, 3, 3
4, 3, 3
6, 3, 3
2, 0, 7
6, 1, 3
7, 9, 3
5, 2, 6
2, 1, 5
1, 5, 3
1, 9, 5
0, 1, 8
2, 5, 5
2, 3, 4
3, 8, 6
8, 2, 6
2, 9, 6
1, 4, 2
8, 3, 6
9, 6, 3
0, 8, 6
9, 5, 4
7, 6, 10
5, 4, 4
9, 0, 5
3, 6, 6
0, 7, 1
5, 3, 4
7, 8, 6
3, 7, 3
5, 6, 5
7, 4, 7
0, 4, 10
3, 0, 4
8, 9, 5
5, 0, 8
4, 8, 6
6, 9, 4
4, 9, 2
7, 2, 3
9, 8, 6
6, 5, 4
2, 8, 3
1, 8, 10
5, 8, 7
7, 3, 6
1, 0, 8
6, 7, 3
4, 1, 6
3, 2, 7
5, 9, 8
5, 7, 3
9, 4, 5
7, 1, 7
4, 7, 6
9, 1, 5
1, 7, 6
2, 6, 4
0, 5, 4
4, 2, 5
8, 1, 1
6, 4, 3
3, 1, 4
0, 6, 5
8, 7, 5
1, 2, 6
3, 9, 3
0, 2, 3
7, 0, 4
8, 4, 6
5, 1, 5
2, 4, 8
4, 0, 3
6, 8, 9
0, 9, 1
8, 6, 5
4, 6, 5
9, 7, 2
3, 5, 5
9, 2, 6
6, 2, 9
2, 7, 4
4, 5, 6
0, 3, 4
6, 0, 7
1, 6, 5
