approaching, opponent, attackcount
8, 6, 4
4, 5, 2
7, 2, 5
6, 7, 2
1, 2, 5
6, 9, 5
6, 5, 8
8, 0, 6
0, 1, 6
1, 9, 3
8, 5, 4
2, 1, 4
0, 3, 7
3, 5, 4
3, 1, 9
3, 2, 5
5, 6, 6
9, 2, 3
6, 2, 6
5, 4, 5
7, 8, 6
9, 5, 4
4, 6, 5
6, 4, 2
9, 6, 8
8, 7, 7
1, 0, 6
5, 1, 5
7, 1, 6
5, 8, 4
9, 4, 3
2, 0, 4
4, 8, 7
0, 5, 5
0, 6, 3
9, 8, 8
0, 2, 7
5, 3, 1
4, 2, 3
7, 3, 2
6, 8, 2
8, 1, 7
5, 9, 4
4, 0, 4
4, 1, 4
3, 9, 5
2, 8, 7
8, 9, 4
5, 2, 6
0, 7, 8
2, 5, 5
7, 5, 5
1, 3, 4
1, 5, 9
4, 9, 3
2, 3, 5
0, 4, 2
4, 7, 0
1, 4, 7
3, 7, 2
8, 3, 9
0, 8, 7
5, 7, 8
9, 0, 8
3, 8, 7
9, 7, 7
7, 6, 5
1, 8, 8
9, 3, 6
6, 0, 10
6, 1, 1
3, 0, 3
2, 7, 7
8, 4, 3
2, 4, 6
9, 1, 4
2, 6, 6
1, 7, 5
8, 2, 2
0, 9, 5
7, 0, 7
7, 9, 1
3, 6, 4
5, 0, 4
6, 3, 7
7, 4, 2
2, 9, 7
3, 4, 1
1, 6, 10
4, 3, 2
