approaching, opponent, attackcount
7, 3, 3
8, 9, 3
9, 4, 8
9, 3, 6
2, 4, 9
9, 2, 4
4, 1, 5
6, 1, 5
7, 1, 5
5, 9, 2
5, 4, 11
5, 0, 4
8, 3, 10
1, 9, 4
7, 6, 7
3, 4, 5
3, 6, 6
6, 7, 5
8, 4, 6
8, 2, 8
8, 5, 3
4, 8, 10
9, 8, 8
0, 7, 9
1, 0, 3
3, 5, 9
2, 1, 3
1, 6, 4
4, 5, 3
6, 9, 7
8, 0, 5
2, 0, 8
0, 5, 2
4, 2, 4
7, 4, 7
9, 0, 2
6, 8, 9
4, 6, 4
5, 2, 6
9, 5, 4
1, 8, 4
2, 7, 3
5, 7, 11
5, 8, 7
2, 3, 3
6, 2, 2
1, 2, 4
2, 5, 5
2, 9, 5
0, 4, 4
6, 5, 4
3, 0, 4
5, 3, 7
7, 5, 5
6, 0, 1
0, 1, 3
9, 1, 3
7, 8, 5
1, 7, 2
7, 0, 5
9, 7, 5
1, 5, 5
8, 6, 3
3, 1, 4
7, 2, 4
4, 9, 6
3, 7, 5
8, 7, 8
4, 7, 11
8, 1, 4
2, 8, 8
0, 2, 2
0, 8, 4
0, 9, 3
4, 0, 2
6, 4, 3
0, 3, 5
5, 1, 4
3, 9, 1
1, 4, 5
4, 3, 4
6, 3, 6
9, 6, 3
3, 8, 4
5, 6, 6
7, 9, 6
3, 2, 6
1, 3, 7
2, 6, 1
0, 6, 2
