winner, loser, victorycount
3, 6, 0
1, 2, 3
6, 7, 5
1, 9, 8
4, 9, 11
3, 7, 1
1, 3, 6
2, 4, 7
8, 4, 5
6, 5, 1
7, 5, 5
3, 0, 1
4, 1, 9
4, 3, 9
0, 8, 5
6, 2, 0
5, 4, 3
3, 1, 1
8, 0, 6
5, 0, 2
2, 5, 4
6, 3, 5
4, 8, 12
2, 6, 8
8, 1, 1
2, 0, 8
5, 7, 1
5, 3, 4
8, 2, 1
4, 6, 10
4, 7, 12
2, 1, 9
7, 6, 6
8, 6, 3
0, 4, 6
2, 3, 11
6, 1, 3
3, 5, 1
4, 5, 11
9, 2, 12
5, 9, 1
7, 4, 5
5, 1, 4
1, 0, 7
1, 5, 8
8, 5, 4
0, 3, 9
0, 2, 7
1, 4, 2
6, 4, 0
9, 4, 4
0, 7, 10
3, 2, 0
9, 7, 9
2, 7, 4
4, 0, 5
7, 9, 3
5, 6, 6
0, 9, 7
2, 9, 6
3, 8, 2
1, 8, 6
6, 0, 0
3, 4, 0
7, 1, 7
7, 0, 6
0, 1, 2
4, 2, 15
6, 8, 2
9, 6, 5
5, 2, 1
9, 5, 6
9, 8, 7
9, 3, 5
7, 8, 5
3, 9, 1
8, 9, 2
6, 9, 0
0, 6, 2
9, 1, 5
2, 8, 7
7, 3, 6
1, 6, 5
8, 7, 3
9, 0, 14
8, 3, 1
1, 7, 2
0, 5, 8
7, 2, 6
5, 8, 2
