winner, loser, victorycount
8, 9, 1
3, 0, 3
3, 2, 2
7, 4, 1
3, 7, 6
8, 3, 4
5, 9, 8
6, 7, 3
1, 8, 11
5, 6, 5
7, 3, 1
6, 4, 1
3, 6, 3
5, 1, 15
8, 2, 2
0, 8, 3
4, 1, 12
2, 5, 9
8, 4, 2
7, 0, 4
9, 3, 5
0, 1, 1
4, 0, 7
6, 3, 2
5, 3, 7
1, 4, 8
2, 3, 12
4, 7, 13
7, 8, 2
1, 7, 4
0, 5, 2
4, 9, 6
4, 2, 4
5, 7, 4
5, 2, 7
3, 8, 5
5, 4, 5
8, 1, 1
6, 2, 4
1, 3, 3
9, 4, 9
8, 5, 1
2, 9, 5
3, 1, 3
1, 5, 7
0, 3, 4
9, 1, 6
1, 6, 6
2, 8, 5
7, 9, 1
7, 2, 1
6, 0, 3
0, 6, 5
4, 8, 13
6, 1, 5
2, 0, 12
9, 5, 5
0, 4, 6
2, 1, 5
2, 7, 11
4, 5, 9
7, 1, 2
6, 8, 3
7, 6, 0
6, 5, 2
8, 7, 1
4, 6, 7
0, 9, 3
1, 0, 8
1, 2, 7
1, 9, 5
7, 5, 1
9, 6, 1
0, 7, 7
4, 3, 10
9, 0, 7
2, 4, 7
5, 8, 8
9, 8, 5
9, 2, 5
3, 4, 5
2, 6, 8
8, 6, 0
8, 0, 2
9, 7, 8
5, 0, 7
0, 2, 1
6, 9, 6
3, 5, 3
3, 9, 3
