winner, loser, victorycount
7, 8, 2
3, 8, 15
0, 4, 5
1, 0, 3
6, 3, 3
3, 0, 14
3, 4, 12
7, 2, 5
2, 5, 3
6, 1, 12
6, 7, 12
9, 7, 9
7, 1, 7
4, 5, 2
5, 9, 3
5, 4, 1
2, 9, 2
4, 7, 3
9, 4, 4
0, 3, 4
3, 1, 19
5, 2, 1
4, 8, 2
6, 5, 6
1, 2, 2
4, 0, 2
9, 6, 9
0, 8, 3
6, 0, 8
7, 3, 4
1, 6, 3
5, 6, 4
3, 2, 18
4, 6, 3
0, 1, 2
9, 5, 10
8, 9, 1
4, 2, 3
5, 1, 2
6, 2, 8
5, 0, 8
5, 8, 5
7, 0, 3
7, 4, 2
8, 0, 3
0, 5, 2
9, 2, 10
2, 4, 0
0, 9, 1
5, 7, 0
8, 6, 1
2, 3, 3
3, 9, 13
1, 5, 2
3, 5, 11
2, 8, 3
1, 9, 1
8, 7, 5
7, 9, 2
8, 1, 4
4, 3, 5
7, 6, 0
9, 3, 4
3, 6, 21
4, 9, 4
9, 8, 8
2, 7, 3
6, 8, 7
1, 8, 5
5, 3, 3
0, 2, 3
7, 5, 3
4, 1, 6
1, 4, 2
8, 3, 2
8, 5, 2
9, 1, 5
8, 2, 5
2, 6, 1
6, 9, 4
8, 4, 1
1, 3, 4
0, 7, 5
9, 0, 10
3, 7, 18
0, 6, 4
2, 0, 0
2, 1, 0
6, 4, 3
1, 7, 2
