winner, loser, victorycount
1, 4, 9
9, 4, 3
5, 7, 0
9, 2, 1
2, 8, 5
3, 6, 9
5, 0, 0
4, 9, 10
8, 0, 4
5, 4, 1
0, 3, 2
4, 2, 14
2, 9, 4
6, 3, 5
7, 6, 1
0, 9, 2
3, 8, 14
5, 6, 3
8, 1, 4
8, 9, 6
6, 1, 2
6, 8, 2
7, 3, 2
0, 4, 1
1, 2, 4
4, 0, 10
7, 0, 1
6, 9, 1
7, 9, 3
1, 9, 8
6, 7, 4
6, 4, 2
9, 5, 4
9, 3, 6
3, 2, 12
9, 6, 1
1, 6, 9
4, 7, 9
5, 9, 3
3, 1, 14
0, 2, 2
9, 1, 3
9, 7, 5
8, 7, 3
5, 3, 1
5, 2, 2
7, 1, 2
9, 8, 5
8, 5, 2
8, 4, 6
2, 0, 6
2, 6, 3
0, 8, 2
0, 5, 0
1, 8, 8
4, 8, 14
4, 1, 18
2, 1, 6
4, 3, 13
4, 6, 10
0, 7, 2
3, 7, 8
7, 5, 3
5, 1, 3
9, 0, 2
0, 1, 0
3, 9, 9
6, 2, 3
7, 8, 4
2, 5, 8
3, 4, 9
6, 5, 6
5, 8, 2
0, 6, 0
3, 5, 7
2, 4, 5
8, 2, 4
4, 5, 9
8, 3, 3
7, 2, 0
6, 0, 3
2, 7, 0
1, 5, 8
8, 6, 1
2, 3, 2
1, 3, 11
3, 0, 10
1, 7, 13
7, 4, 2
1, 0, 7
