self, opp, fightsavoided
5, 3, 4
3, 6, 16
6, 7, 5
2, 9, 0
3, 8, 2
8, 4, 6
5, 7, 2
0, 7, 4
2, 1, 4
9, 0, 9
1, 4, 9
2, 7, 4
9, 6, 9
1, 6, 6
8, 9, 0
7, 5, 5
8, 2, 7
6, 0, 10
8, 3, 1
3, 9, 0
9, 5, 8
7, 2, 5
2, 0, 5
0, 1, 6
9, 1, 4
3, 7, 6
6, 2, 8
0, 9, 0
8, 7, 2
5, 4, 6
7, 6, 5
2, 4, 4
4, 0, 4
8, 6, 9
7, 8, 4
7, 3, 7
0, 5, 5
4, 7, 4
4, 1, 6
3, 2, 13
1, 3, 4
1, 8, 2
1, 7, 4
4, 9, 0
0, 6, 6
5, 6, 3
5, 0, 8
0, 8, 4
4, 5, 3
1, 5, 2
2, 3, 2
7, 9, 0
5, 2, 12
6, 8, 8
5, 8, 6
6, 5, 2
5, 9, 0
9, 8, 5
7, 4, 9
0, 3, 5
3, 4, 3
8, 0, 6
4, 3, 5
4, 8, 7
6, 4, 4
1, 9, 0
2, 5, 5
3, 0, 4
4, 2, 7
3, 1, 1
2, 8, 5
7, 1, 3
8, 1, 3
9, 7, 3
6, 1, 4
1, 0, 10
1, 2, 6
5, 1, 4
9, 3, 4
0, 4, 7
4, 6, 12
9, 4, 8
7, 0, 7
9, 2, 6
0, 2, 3
8, 5, 4
6, 9, 0
2, 6, 2
3, 5, 7
6, 3, 11
