self, opp, fightsavoided
3, 9, 6
3, 7, 0
7, 8, 3
2, 7, 4
7, 1, 3
2, 6, 8
9, 4, 1
0, 3, 3
2, 3, 9
4, 3, 9
9, 3, 5
8, 3, 2
4, 5, 3
5, 8, 5
3, 6, 7
2, 9, 4
4, 0, 5
8, 4, 6
3, 8, 4
6, 0, 9
7, 2, 7
4, 6, 8
5, 4, 5
2, 8, 6
1, 9, 4
7, 6, 2
6, 3, 6
1, 6, 2
2, 1, 6
9, 5, 2
7, 0, 2
5, 2, 5
8, 5, 10
2, 0, 3
5, 7, 3
6, 1, 3
4, 9, 6
1, 0, 6
0, 5, 4
7, 3, 8
9, 7, 5
1, 8, 5
0, 4, 1
7, 4, 5
1, 2, 6
3, 1, 11
5, 0, 3
9, 8, 3
4, 7, 2
8, 2, 7
1, 3, 6
0, 8, 5
4, 2, 4
8, 0, 6
6, 8, 2
7, 5, 12
1, 7, 2
0, 6, 9
0, 1, 4
3, 2, 3
9, 2, 3
0, 2, 6
3, 4, 4
0, 7, 5
8, 6, 2
1, 5, 7
4, 1, 11
6, 7, 5
6, 9, 4
5, 3, 2
6, 5, 4
6, 4, 7
2, 4, 5
5, 6, 2
3, 5, 10
3, 0, 3
5, 1, 5
9, 0, 4
8, 1, 6
2, 5, 5
8, 9, 9
9, 6, 5
4, 8, 1
0, 9, 7
6, 2, 7
9, 1, 5
1, 4, 6
7, 9, 8
5, 9, 1
8, 7, 6
