approaching, opponent, attackcount
3, 9, 1
7, 1, 3
1, 2, 3
9, 3, 7
2, 5, 18
2, 4, 1
8, 1, 1
4, 9, 1
0, 8, 25
3, 8, 11
1, 8, 16
0, 1, 5
5, 8, 3
6, 7, 0
1, 3, 6
2, 3, 4
8, 9, 0
9, 7, 3
6, 2, 5
3, 2, 1
9, 1, 2
8, 5, 5
9, 2, 1
0, 2, 6
3, 5, 17
2, 0, 1
1, 9, 0
5, 6, 0
4, 8, 20
3, 4, 0
5, 3, 1
0, 3, 5
1, 7, 1
7, 9, 1
5, 2, 0
4, 7, 2
1, 6, 2
5, 7, 0
2, 7, 3
6, 0, 2
9, 0, 0
1, 0, 2
0, 5, 20
6, 1, 2
0, 9, 2
7, 5, 28
4, 0, 1
6, 5, 23
9, 4, 3
3, 7, 1
4, 5, 17
8, 6, 0
9, 5, 25
6, 9, 1
6, 4, 2
8, 7, 0
4, 6, 4
2, 6, 0
1, 5, 21
5, 1, 0
2, 1, 2
0, 4, 4
6, 8, 18
7, 3, 8
3, 0, 0
2, 9, 4
7, 6, 4
2, 8, 9
8, 0, 0
7, 0, 1
0, 7, 1
4, 1, 2
0, 6, 0
8, 4, 0
4, 3, 7
7, 4, 3
3, 1, 2
7, 8, 21
1, 4, 0
4, 2, 4
7, 2, 0
5, 4, 0
8, 3, 2
3, 6, 3
5, 0, 2
8, 2, 1
5, 9, 0
9, 6, 2
9, 8, 9
6, 3, 6
