approaching, opponent, attackcount
0, 3, 3
2, 9, 13
4, 2, 0
0, 5, 14
7, 4, 17
1, 7, 3
4, 6, 9
4, 0, 1
0, 1, 4
7, 8, 3
2, 5, 15
4, 5, 12
3, 2, 1
0, 8, 4
8, 9, 12
1, 9, 14
3, 0, 1
3, 1, 5
4, 3, 1
3, 8, 1
9, 5, 12
1, 0, 0
8, 3, 1
9, 8, 0
2, 4, 11
8, 1, 1
8, 4, 3
3, 7, 3
1, 4, 10
5, 0, 0
1, 3, 1
8, 2, 1
9, 2, 2
0, 6, 9
6, 3, 0
8, 5, 20
5, 2, 1
2, 1, 2
7, 0, 2
9, 4, 2
1, 6, 12
9, 0, 0
7, 2, 0
1, 2, 1
3, 4, 5
2, 0, 3
3, 5, 11
2, 8, 0
8, 6, 10
0, 9, 17
5, 3, 0
6, 9, 8
7, 3, 0
0, 2, 1
4, 9, 4
7, 6, 11
7, 5, 25
7, 9, 12
3, 9, 17
8, 7, 2
1, 8, 2
5, 4, 2
2, 6, 14
5, 7, 1
9, 7, 0
8, 0, 3
5, 1, 0
5, 6, 1
6, 5, 7
0, 7, 5
3, 6, 9
2, 7, 2
4, 8, 0
6, 2, 0
6, 1, 1
9, 1, 0
9, 3, 0
4, 7, 0
5, 8, 1
9, 6, 6
4, 1, 0
2, 3, 1
6, 8, 0
6, 0, 0
7, 1, 1
1, 5, 23
5, 9, 1
6, 4, 12
0, 4, 5
6, 7, 0
