winner, loser, victorycount
0, 8, 7
3, 7, 7
1, 7, 5
3, 4, 6
7, 9, 2
6, 4, 1
5, 1, 2
2, 9, 2
6, 1, 7
1, 9, 7
2, 7, 4
8, 6, 4
0, 4, 3
4, 0, 5
8, 3, 4
5, 6, 5
4, 7, 10
9, 8, 5
9, 0, 4
2, 5, 4
9, 3, 8
6, 3, 3
3, 5, 3
3, 6, 5
4, 9, 4
8, 2, 2
0, 1, 3
1, 0, 3
7, 1, 5
1, 4, 5
9, 4, 6
9, 5, 2
9, 2, 7
6, 9, 3
9, 7, 7
2, 3, 2
0, 6, 0
3, 0, 8
3, 2, 4
6, 8, 3
7, 6, 3
1, 5, 8
2, 0, 4
5, 7, 4
5, 8, 5
6, 0, 9
5, 4, 7
2, 4, 6
7, 4, 5
3, 8, 9
8, 7, 4
1, 3, 11
0, 7, 4
4, 8, 1
7, 5, 7
7, 2, 6
4, 1, 7
0, 2, 2
9, 1, 5
9, 6, 3
2, 1, 7
7, 0, 4
2, 6, 5
4, 5, 3
5, 3, 7
8, 9, 6
5, 2, 4
5, 0, 7
7, 8, 2
5, 9, 11
6, 7, 6
4, 2, 2
6, 2, 8
8, 5, 6
3, 1, 4
0, 9, 6
8, 1, 8
6, 5, 5
2, 8, 10
0, 5, 3
4, 6, 9
8, 0, 4
1, 2, 6
3, 9, 3
1, 6, 4
8, 4, 7
1, 8, 1
4, 3, 5
0, 3, 7
7, 3, 3
