winner, loser, victorycount
6, 8, 0
8, 0, 9
7, 4, 9
1, 2, 8
2, 3, 6
1, 5, 5
8, 5, 5
8, 6, 0
3, 7, 4
6, 4, 2
4, 8, 1
0, 4, 4
1, 8, 7
4, 1, 3
9, 8, 5
4, 7, 4
3, 4, 3
4, 9, 3
2, 6, 2
1, 4, 3
0, 3, 4
8, 4, 2
8, 2, 4
0, 8, 4
6, 0, 3
7, 9, 9
0, 9, 3
9, 3, 3
6, 2, 2
2, 9, 6
5, 2, 3
5, 1, 5
9, 4, 2
7, 1, 6
6, 9, 2
4, 5, 2
9, 2, 1
1, 6, 6
1, 3, 1
8, 1, 7
5, 9, 4
3, 9, 5
4, 6, 8
5, 8, 4
1, 0, 9
3, 5, 10
3, 8, 3
8, 9, 6
5, 3, 13
3, 6, 7
6, 3, 4
4, 3, 5
3, 0, 4
3, 1, 3
1, 9, 7
9, 5, 3
3, 2, 10
0, 5, 7
0, 7, 6
4, 0, 7
2, 1, 5
1, 7, 5
6, 5, 6
7, 2, 7
7, 5, 7
5, 7, 1
9, 7, 8
4, 2, 5
7, 6, 5
9, 6, 8
2, 5, 7
8, 7, 5
2, 8, 7
2, 0, 5
9, 0, 5
2, 4, 8
5, 6, 3
6, 7, 7
0, 1, 7
9, 1, 8
5, 4, 7
6, 1, 4
2, 7, 7
7, 3, 3
7, 8, 3
5, 0, 2
0, 2, 3
8, 3, 9
7, 0, 3
0, 6, 7
