self, opp, fightsavoided
4, 8, 0
3, 0, 9
7, 2, 10
5, 4, 6
5, 0, 5
8, 1, 4
5, 9, 6
3, 6, 13
0, 8, 0
6, 8, 0
5, 2, 6
0, 4, 3
9, 7, 7
3, 7, 2
4, 1, 4
5, 1, 8
1, 2, 4
6, 4, 8
8, 5, 4
8, 3, 16
0, 5, 0
9, 1, 11
2, 7, 10
7, 3, 5
6, 1, 5
6, 3, 4
6, 7, 8
1, 3, 0
8, 6, 3
4, 9, 4
4, 0, 2
9, 2, 10
1, 5, 0
5, 8, 3
3, 1, 3
6, 9, 2
2, 9, 3
4, 3, 8
2, 5, 0
7, 8, 0
1, 8, 0
5, 7, 4
9, 8, 0
3, 2, 3
8, 7, 8
4, 5, 1
3, 8, 0
1, 9, 6
1, 4, 4
5, 6, 9
9, 4, 5
4, 6, 4
4, 2, 7
2, 6, 10
3, 5, 0
3, 9, 4
8, 4, 1
6, 0, 6
1, 7, 8
7, 1, 10
8, 2, 7
0, 7, 6
7, 6, 5
8, 0, 5
7, 5, 0
0, 3, 3
9, 5, 0
2, 1, 11
7, 4, 10
2, 4, 12
7, 9, 4
1, 6, 5
0, 2, 1
9, 6, 3
6, 2, 5
2, 0, 8
2, 8, 0
8, 9, 5
2, 3, 6
6, 5, 0
9, 3, 4
1, 0, 12
7, 0, 2
4, 7, 7
3, 4, 9
0, 1, 5
9, 0, 8
0, 9, 8
0, 6, 9
5, 3, 4
