winner, loser, victorycount
1, 2, 0
4, 5, 0
2, 1, 5
7, 4, 5
2, 0, 9
6, 8, 10
5, 2, 31
4, 8, 8
0, 3, 0
3, 0, 10
9, 0, 16
8, 0, 0
1, 4, 5
0, 2, 0
4, 1, 4
3, 7, 2
7, 5, 0
5, 4, 14
2, 8, 9
4, 2, 0
4, 3, 0
3, 4, 5
5, 3, 23
1, 6, 0
7, 2, 0
4, 7, 0
8, 2, 0
1, 0, 4
6, 3, 4
2, 5, 0
1, 7, 0
1, 8, 5
2, 7, 9
8, 6, 0
8, 9, 0
5, 7, 15
9, 5, 11
3, 2, 0
7, 1, 5
6, 2, 0
3, 8, 3
0, 4, 0
8, 4, 0
6, 7, 5
7, 3, 3
4, 6, 0
9, 3, 18
0, 1, 0
0, 7, 0
6, 5, 0
7, 8, 4
3, 9, 0
2, 3, 8
8, 3, 0
9, 4, 11
3, 5, 0
8, 5, 0
0, 9, 0
5, 0, 7
0, 5, 0
2, 6, 6
7, 6, 4
1, 9, 0
9, 6, 15
3, 1, 5
5, 9, 19
0, 8, 3
9, 8, 23
9, 1, 13
7, 0, 3
9, 7, 14
6, 4, 2
9, 2, 18
5, 1, 12
4, 9, 0
3, 6, 2
4, 0, 4
5, 8, 17
1, 3, 0
8, 7, 0
2, 4, 5
2, 9, 0
0, 6, 0
7, 9, 0
6, 1, 11
1, 5, 0
6, 0, 0
5, 6, 7
6, 9, 0
8, 1, 0
