winner, loser, victorycount
7, 3, 18
3, 2, 0
2, 8, 7
8, 4, 0
3, 5, 3
9, 0, 0
7, 5, 19
5, 8, 7
7, 8, 19
4, 9, 0
5, 0, 0
7, 6, 47
3, 7, 0
2, 5, 4
0, 6, 5
8, 5, 0
6, 9, 11
3, 0, 0
8, 3, 0
4, 8, 9
6, 3, 9
3, 9, 0
6, 2, 15
0, 1, 12
2, 3, 6
1, 9, 2
2, 7, 0
3, 8, 4
4, 2, 0
0, 8, 6
5, 6, 0
7, 9, 28
2, 4, 0
3, 6, 0
7, 1, 19
3, 1, 0
7, 2, 14
0, 7, 0
8, 9, 0
6, 5, 10
8, 1, 0
0, 4, 6
9, 7, 0
6, 7, 0
4, 7, 0
6, 1, 9
1, 2, 2
6, 4, 11
5, 7, 0
1, 0, 0
5, 2, 0
4, 0, 0
5, 1, 0
2, 9, 3
1, 7, 0
8, 0, 0
4, 3, 0
5, 9, 0
1, 6, 0
9, 4, 11
8, 6, 0
1, 3, 10
5, 3, 2
9, 2, 0
6, 0, 15
7, 4, 15
2, 1, 1
9, 1, 1
7, 0, 20
8, 7, 0
9, 8, 3
0, 2, 15
6, 8, 7
5, 4, 4
1, 8, 7
1, 4, 1
4, 6, 0
4, 5, 0
0, 5, 6
0, 3, 6
0, 9, 8
9, 6, 0
2, 6, 0
9, 3, 4
2, 0, 0
8, 2, 0
9, 5, 3
4, 1, 0
3, 4, 4
1, 5, 2
