"","0","1","2","3","4","5","6","7","8","9"
"0",0,0,0,0,0,0,0,0,0,0
"1",15,0,6,4,2,5,6,4,3,8
"2",8,5,0,1,3,5,6,5,6,9
"3",15,2,10,0,9,6,10,3,2,7
"4",20,2,14,2,0,2,0,5,4,3
"5",6,3,4,2,7,0,8,7,6,4
"6",7,3,2,2,5,0,0,1,0,6
"7",16,9,14,4,6,3,10,0,6,8
"8",8,5,9,5,1,3,8,2,0,9
"9",10,3,0,4,2,5,6,2,3,0
