"","0","1","2","3","4","5","6","7","8","9"
"0",0,2,5,3,4,4,5,4,7,5
"1",7,0,6,3,4,7,2,6,5,10
"2",6,9,0,3,3,6,5,2,1,2
"3",7,7,4,0,2,9,3,3,7,5
"4",3,6,5,1,0,4,1,6,6,5
"5",1,9,4,6,7,0,5,6,4,3
"6",3,9,11,4,2,5,0,7,9,3
"7",4,2,8,2,5,2,4,0,6,6
"8",3,7,4,5,7,7,8,5,0,2
"9",6,5,8,7,5,7,8,6,3,0
