"","0","1","2","3","4","5","6","7","8","9"
"0",0,3,7,3,4,5,6,5,5,6
"1",3,0,7,3,5,2,3,10,3,2
"2",3,6,0,5,5,5,7,3,3,5
"3",4,3,6,0,6,4,5,4,4,1
"4",6,3,8,8,0,6,1,16,4,5
"5",6,8,4,5,4,0,3,5,3,5
"6",6,4,3,12,8,2,0,8,4,3
"7",6,5,5,3,8,5,3,0,5,6
"8",3,7,2,4,6,5,9,8,0,4
"9",2,7,6,6,2,6,3,8,5,0
