self, opp, fightsavoided
4, 6, 14
4, 5, 5
1, 5, 7
9, 4, 5
0, 9, 14
9, 8, 1
6, 3, 0
7, 2, 2
2, 9, 11
9, 3, 4
1, 0, 3
3, 8, 6
5, 9, 5
8, 1, 1
5, 1, 2
5, 4, 5
0, 2, 4
8, 4, 12
7, 0, 5
9, 5, 8
1, 9, 10
8, 9, 6
1, 8, 3
4, 7, 1
8, 0, 1
3, 2, 3
2, 4, 6
3, 6, 12
5, 7, 0
3, 1, 2
0, 5, 7
6, 4, 5
5, 3, 3
6, 0, 2
2, 3, 2
3, 4, 6
3, 5, 4
5, 6, 10
0, 1, 2
1, 2, 5
2, 1, 3
2, 8, 5
6, 2, 5
5, 0, 0
8, 6, 10
0, 6, 11
7, 3, 5
1, 4, 7
6, 1, 2
3, 9, 6
8, 2, 8
8, 7, 5
1, 3, 3
2, 7, 3
5, 2, 5
4, 8, 9
7, 8, 3
3, 7, 4
4, 1, 3
7, 4, 5
4, 3, 4
0, 7, 2
3, 0, 4
9, 0, 6
0, 8, 0
7, 1, 1
9, 1, 1
1, 7, 3
1, 6, 13
2, 6, 12
4, 0, 2
6, 5, 7
8, 5, 8
0, 3, 4
7, 6, 9
8, 3, 0
5, 8, 4
9, 7, 4
9, 2, 2
6, 9, 9
4, 2, 8
6, 8, 4
6, 7, 0
7, 5, 3
0, 4, 2
9, 6, 9
7, 9, 7
2, 0, 4
4, 9, 4
2, 5, 8
