"","0","1","2","3","4","5","6","7","8","9"
"0",0,8,6,8,6,10,4,6,3,7
"1",1,0,5,1,8,1,8,7,3,9
"2",3,3,0,9,5,4,4,8,3,4
"3",5,5,5,0,5,12,3,8,3,4
"4",4,5,10,10,0,8,4,3,6,3
"5",4,8,4,7,5,0,2,6,7,3
"6",0,8,2,0,0,5,0,3,3,2
"7",3,6,4,1,10,5,7,0,5,5
"8",5,0,5,5,6,4,8,4,0,6
"9",1,6,8,3,4,1,5,11,6,0
