approaching, opponent, attackcount
3, 0, 2
0, 6, 6
0, 4, 4
1, 0, 4
2, 7, 1
0, 2, 3
5, 4, 12
2, 9, 2
9, 4, 2
1, 8, 4
2, 6, 5
8, 6, 12
7, 0, 3
8, 3, 1
3, 2, 6
1, 6, 11
7, 9, 4
6, 3, 5
4, 1, 5
1, 4, 5
9, 8, 5
6, 2, 9
9, 5, 7
7, 8, 5
4, 9, 5
8, 2, 2
3, 7, 2
2, 8, 4
3, 5, 4
2, 4, 1
6, 8, 12
5, 9, 8
7, 1, 5
3, 8, 4
8, 0, 5
4, 6, 5
0, 3, 1
9, 7, 3
7, 2, 3
1, 5, 6
0, 8, 4
1, 3, 3
5, 8, 3
8, 4, 1
6, 7, 8
1, 7, 3
3, 4, 6
9, 0, 6
3, 1, 4
5, 1, 3
6, 9, 17
8, 9, 4
0, 5, 7
5, 2, 4
3, 6, 5
6, 0, 8
0, 7, 5
7, 4, 4
9, 6, 10
9, 1, 4
7, 5, 5
2, 1, 6
8, 7, 6
7, 6, 7
0, 1, 3
4, 8, 1
8, 1, 4
1, 9, 6
9, 2, 3
9, 3, 3
6, 5, 12
1, 2, 6
8, 5, 2
4, 0, 5
2, 3, 2
0, 9, 5
5, 0, 7
5, 3, 5
6, 4, 3
7, 3, 1
4, 2, 0
4, 7, 2
5, 6, 15
4, 5, 5
2, 5, 7
3, 9, 5
4, 3, 2
2, 0, 3
5, 7, 10
6, 1, 7
