approaching, opponent, attackcount
2, 9, 2
3, 7, 5
5, 1, 11
6, 8, 3
9, 4, 4
3, 0, 6
1, 6, 4
0, 3, 4
5, 4, 4
2, 4, 6
2, 1, 2
0, 9, 8
1, 7, 3
0, 5, 15
7, 2, 1
7, 5, 11
4, 3, 3
0, 1, 7
1, 2, 4
9, 0, 9
8, 9, 5
5, 0, 16
0, 8, 1
6, 3, 2
6, 0, 2
1, 3, 8
5, 3, 14
2, 3, 5
8, 5, 7
1, 5, 6
7, 3, 1
8, 4, 3
8, 3, 5
9, 2, 3
4, 0, 4
9, 6, 2
4, 2, 5
9, 8, 4
6, 9, 2
0, 6, 9
0, 2, 7
4, 6, 2
5, 7, 12
1, 9, 2
0, 4, 5
2, 7, 3
4, 8, 2
3, 6, 3
8, 2, 4
1, 0, 6
9, 1, 1
9, 3, 2
1, 8, 2
0, 7, 4
4, 7, 2
2, 8, 2
2, 0, 6
2, 5, 11
4, 9, 2
7, 1, 4
8, 6, 6
6, 2, 2
8, 7, 3
7, 8, 2
7, 0, 7
6, 4, 5
6, 5, 11
2, 6, 8
3, 2, 1
5, 2, 14
7, 6, 4
5, 9, 9
3, 8, 4
9, 5, 4
1, 4, 3
4, 5, 5
5, 8, 16
3, 5, 9
8, 0, 7
6, 7, 3
7, 4, 2
6, 1, 1
7, 9, 3
4, 1, 3
3, 9, 4
9, 7, 1
3, 1, 1
3, 4, 5
5, 6, 5
8, 1, 4
