approaching, opponent, attackcount
9, 6, 5
4, 1, 3
2, 5, 3
9, 2, 3
1, 5, 0
8, 3, 13
1, 3, 6
5, 2, 5
3, 2, 3
6, 2, 3
4, 7, 1
6, 9, 8
5, 9, 13
2, 7, 5
7, 9, 10
5, 3, 15
5, 4, 8
7, 3, 3
2, 9, 12
6, 3, 6
8, 9, 15
2, 1, 16
9, 0, 1
0, 7, 2
0, 3, 4
3, 7, 6
3, 0, 3
4, 9, 5
5, 6, 5
8, 0, 2
6, 7, 1
6, 5, 6
8, 7, 4
1, 2, 4
1, 9, 5
0, 2, 0
5, 1, 9
2, 8, 1
6, 0, 5
7, 5, 5
4, 3, 4
1, 7, 6
8, 2, 3
5, 0, 7
5, 7, 5
7, 4, 9
2, 4, 8
7, 2, 2
9, 4, 1
8, 1, 6
3, 9, 3
7, 6, 5
0, 4, 6
9, 5, 0
0, 6, 4
4, 2, 1
3, 6, 4
6, 4, 11
0, 1, 10
7, 0, 4
2, 0, 5
7, 8, 2
8, 5, 4
1, 0, 1
3, 5, 1
8, 4, 10
1, 4, 5
9, 7, 3
6, 8, 7
3, 4, 3
9, 1, 3
1, 6, 1
1, 8, 3
9, 3, 4
7, 1, 4
4, 8, 3
9, 8, 5
6, 1, 7
0, 9, 9
3, 8, 4
8, 6, 5
3, 1, 6
2, 6, 9
4, 6, 4
0, 5, 1
0, 8, 5
4, 5, 1
4, 0, 2
5, 8, 1
2, 3, 9
