approaching, opponent, attackcount
8, 7, 5
3, 4, 5
5, 6, 7
8, 3, 7
1, 6, 2
9, 1, 12
9, 7, 12
8, 5, 4
5, 4, 1
0, 2, 4
3, 0, 5
7, 9, 2
6, 2, 5
8, 9, 6
7, 0, 3
7, 5, 3
6, 9, 2
2, 0, 4
0, 8, 3
9, 4, 7
5, 9, 3
6, 8, 7
5, 2, 7
4, 0, 4
9, 0, 10
4, 2, 5
7, 6, 2
2, 9, 5
1, 8, 6
3, 5, 1
4, 1, 4
1, 2, 3
6, 3, 5
5, 3, 3
0, 9, 6
0, 6, 3
1, 0, 4
0, 7, 4
9, 5, 8
4, 7, 12
1, 7, 4
0, 4, 5
6, 1, 5
3, 6, 3
8, 6, 5
0, 1, 5
0, 3, 5
5, 7, 24
6, 4, 5
4, 3, 9
2, 1, 10
4, 8, 1
9, 3, 7
6, 5, 4
3, 7, 18
3, 8, 3
6, 7, 4
1, 3, 3
6, 0, 6
1, 9, 2
7, 2, 4
8, 1, 6
1, 5, 1
7, 3, 4
1, 4, 0
2, 5, 4
9, 2, 5
4, 5, 4
4, 6, 5
8, 0, 2
0, 5, 2
5, 1, 9
4, 9, 6
7, 4, 2
2, 6, 3
3, 1, 2
5, 0, 9
2, 3, 4
7, 1, 4
5, 8, 2
3, 2, 3
7, 8, 2
3, 9, 3
2, 8, 4
9, 8, 4
9, 6, 3
8, 4, 2
2, 7, 11
8, 2, 4
2, 4, 7
